idx,query_id,gt_id,type,gt_type,type_mismatch,degree,degree_bin,baseline_correct,cdmr_correct,group,baseline_rank,cdmr_rank,baseline_ret1,cdmr_ret1,baseline_img,baseline_attr,baseline_rel,baseline_graph,cdmr_img,cdmr_attr,cdmr_rel,cdmr_graph,delta_img,delta_attr,delta_rel,delta_graph
41,3431,27636,Creative Work,Creative Work,False,112.0,high_degree,False,False,both_wrong,27,24,23396,23396,0.3248460292816162,0.18801875412464142,0.1466308981180191,0.34050434827804565,0.19559869170188904,0.18806993961334229,0.10267086327075958,0.5136605501174927,-0.12924733757972717,5.11854887008667e-05,-0.04396003484725952,0.17315620183944702
42,13168,20639,Place,Place,False,28.0,low_degree,False,False,both_wrong,7,4,20635,20635,0.27347201108932495,0.2658369541168213,0.19030912220478058,0.27038198709487915,0.18274281919002533,0.23565475642681122,0.18978960812091827,0.391812801361084,-0.09072919189929962,-0.03018219769001007,-0.0005195140838623047,0.12143081426620483
43,9883,16195,Place,Place,False,54.0,mid_degree,False,False,both_wrong,9,7,16196,19805,0.2693149149417877,0.24722915887832642,0.21615195274353027,0.2673039734363556,0.17958591878414154,0.21873578429222107,0.21514496207237244,0.38653331995010376,-0.08972899615764618,-0.028493374586105347,-0.001006990671157837,0.11922934651374817
44,3406,15358,Place,Place,False,27.0,low_degree,True,True,both_correct,0,0,15358,15358,0.26432672142982483,0.25899916887283325,0.2048969864845276,0.2717771530151367,0.1758490800857544,0.22860726714134216,0.20346006751060486,0.39208361506462097,-0.08847764134407043,-0.03039190173149109,-0.0014369189739227295,0.12030646204948425
45,5844,22248,Person,Person,False,75.0,high_degree,True,True,both_correct,0,0,22248,22248,0.27645090222358704,0.29839274287223816,0.15110886096954346,0.27404749393463135,0.2027977705001831,0.3422577679157257,0.11029568314552307,0.3446487784385681,-0.07365313172340393,0.04386502504348755,-0.040813177824020386,0.07060128450393677
46,7995,17611,Entity,Entity,False,16.0,low_degree,True,False,harmed,0,1,17611,16000,0.33399516344070435,0.18257498741149902,0.15291447937488556,0.33051544427871704,0.33399513363838196,0.18257497251033783,0.15291446447372437,0.33051541447639465,-2.9802322387695312e-08,-1.4901161193847656e-08,-1.4901161193847656e-08,-2.9802322387695312e-08
47,9803,26283,Creative Work,Creative Work,False,77.0,high_degree,False,True,rescued,10,0,26826,26283,0.3276521861553192,0.19164754450321198,0.14388257265090942,0.3368177115917206,0.19771957397460938,0.19210244715213776,0.10095813870429993,0.5092198252677917,-0.12993261218070984,0.00045490264892578125,-0.0429244339466095,0.17240211367607117
48,7666,23055,Creative Work,Creative Work,False,66.0,mid_degree,False,False,both_wrong,1,1,21781,21781,0.3340017795562744,0.18886186182498932,0.14431513845920563,0.33282119035720825,0.20249773561954498,0.19021500647068024,0.1017456129193306,0.5055416226387024,-0.13150404393672943,0.001353144645690918,-0.04256952553987503,0.17272043228149414
49,14266,16346,Entity,Entity,False,8.0,low_degree,False,False,both_wrong,3,2,23687,23687,0.3341302275657654,0.18515537679195404,0.16969861090183258,0.3110157549381256,0.33413025736808777,0.18515539169311523,0.16969862580299377,0.3110157549381256,2.9802322387695312e-08,1.4901161193847656e-08,1.4901161193847656e-08,0.0
50,6440,23827,Organization,Organization,False,56.0,mid_degree,False,False,both_wrong,34,18,25870,25870,0.29901543259620667,0.24164021015167236,0.15908262133598328,0.3002617359161377,0.22746588289737701,0.20936302840709686,0.1378352791070938,0.42533576488494873,-0.07154954969882965,-0.0322771817445755,-0.021247342228889465,0.12507402896881104
51,4899,23083,Organization,Organization,False,88.0,high_degree,True,True,both_correct,0,0,23083,23083,0.2965625822544098,0.2534380853176117,0.15398593246936798,0.29601341485977173,0.22606998682022095,0.22004510462284088,0.13369891047477722,0.42018601298332214,-0.07049259543418884,-0.03339298069477081,-0.02028702199459076,0.12417259812355042
52,8530,17188,Organization,Organization,False,138.0,high_degree,True,True,both_correct,0,0,17188,17188,0.25651195645332336,0.2330627292394638,0.24990598857402802,0.2605193257331848,0.19857637584209442,0.20553575456142426,0.22039450705051422,0.3754933476448059,-0.05793558061122894,-0.02752697467803955,-0.029511481523513794,0.1149740219116211
53,10228,24196,Creative Work,Creative Work,False,66.0,mid_degree,True,True,both_correct,0,0,24196,24196,0.33225706219673157,0.1895013302564621,0.14531366527080536,0.33292797207832336,0.2013460248708725,0.19078406691551208,0.10240932554006577,0.5054606199264526,-0.13091103732585907,0.0012827366590499878,-0.042904339730739594,0.17253264784812927
54,10566,24381,Organization,Organization,False,37.0,mid_degree,True,True,both_correct,0,0,24381,24381,0.29033902287483215,0.24929307401180267,0.1636928766965866,0.29667502641677856,0.22109827399253845,0.21622911095619202,0.14198443293571472,0.42068809270858765,-0.0692407488822937,-0.03306396305561066,-0.021708443760871887,0.12401306629180908
55,2816,15814,Entity,Entity,False,40.0,mid_degree,False,False,both_wrong,130,131,16712,16712,0.33140918612480164,0.18077321350574493,0.14538341760635376,0.3424341082572937,0.33140918612480164,0.18077322840690613,0.14538343250751495,0.3424341082572937,0.0,1.4901161193847656e-08,1.4901161193847656e-08,0.0
56,12110,19653,Place,Place,False,6.0,low_degree,False,False,both_wrong,10,4,23449,23449,0.2735430598258972,0.2364882230758667,0.2022738754749298,0.2876948416233063,0.18078270554542542,0.20736625790596008,0.1995355188846588,0.41231557726860046,-0.0927603542804718,-0.029121965169906616,-0.002738356590270996,0.12462073564529419
57,1218,19693,Person,Person,False,137.0,high_degree,True,True,both_correct,0,0,19693,19693,0.27556413412094116,0.29176566004753113,0.1559862643480301,0.2766839563846588,0.20242638885974884,0.3351118564605713,0.11401064693927765,0.34845107793807983,-0.07313774526119232,0.04334619641304016,-0.04197561740875244,0.07176712155342102
58,7800,24376,Organization,Organization,False,36.0,mid_degree,True,True,both_correct,0,0,24376,24376,0.29406145215034485,0.24516434967517853,0.16176696121692657,0.29900723695755005,0.2237347513437271,0.21246202290058136,0.1401911973953247,0.4236120581626892,-0.07032670080661774,-0.03270232677459717,-0.021575763821601868,0.12460482120513916
59,1209,15782,Place,Place,False,247.0,high_degree,False,False,both_wrong,10,4,18290,19772,0.2879699170589447,0.27299508452415466,0.14609436690807343,0.292940616607666,0.19154612720012665,0.24088025093078613,0.14502179622650146,0.42255184054374695,-0.09642378985881805,-0.03211483359336853,-0.0010725706815719604,0.12961122393608093
60,5158,21226,Person,Person,False,80.0,high_degree,True,True,both_correct,0,0,21226,21226,0.2769145369529724,0.288472056388855,0.1600799262523651,0.2745335102081299,0.20393267273902893,0.33215945959091187,0.11729604005813599,0.346611887216568,-0.07298186421394348,0.043687403202056885,-0.042783886194229126,0.07207837700843811
61,13463,19126,Place,Place,False,11.0,low_degree,False,False,both_wrong,4,1,25409,25409,0.2785854935646057,0.24243204295635223,0.17495419085025787,0.3040282726287842,0.18319855630397797,0.2115197330713272,0.17172648012638092,0.4335551857948303,-0.09538693726062775,-0.030912309885025024,-0.003227710723876953,0.12952691316604614
62,11683,23145,Organization,Organization,False,10.0,low_degree,True,True,both_correct,0,0,23145,23145,0.2862005829811096,0.24904662370681763,0.17318841814994812,0.29156437516212463,0.2184714823961258,0.21652723848819733,0.1505766659975052,0.4144246578216553,-0.06772910058498383,-0.0325193852186203,-0.022611752152442932,0.12286028265953064
63,5006,17346,Creative Work,Creative Work,False,21.0,low_degree,False,False,both_wrong,210,2130,24454,26320,0.27736687660217285,0.2522881329059601,0.18328922986984253,0.2870557904243469,0.17028093338012695,0.2573370039463043,0.13087163865566254,0.4415104389190674,-0.1070859432220459,0.005048871040344238,-0.05241759121417999,0.15445464849472046
64,5157,18387,Place,Place,False,15.0,low_degree,False,False,both_wrong,51,6,23465,23465,0.2891051173210144,0.2332945615053177,0.18536092340946198,0.2922394275665283,0.19158585369586945,0.2051074057817459,0.18333561718463898,0.4199710786342621,-0.09751926362514496,-0.028187155723571777,-0.002025306224822998,0.12773165106773376
65,6858,23008,Place,Organization,True,61.0,mid_degree,True,True,both_correct,0,0,23008,23008,0.2956206202507019,0.25656837224960327,0.1559629738330841,0.29184800386428833,0.19684652984142303,0.2266998291015625,0.15503212809562683,0.42142152786254883,-0.09877409040927887,-0.02986854314804077,-0.0009308457374572754,0.1295735239982605
66,6274,22197,Place,Place,False,88.0,high_degree,False,False,both_wrong,79,89,21655,21655,0.2811495065689087,0.2561229169368744,0.15986427664756775,0.30286329984664917,0.1853991150856018,0.22412492334842682,0.15737846493721008,0.4330974817276001,-0.09575039148330688,-0.03199799358844757,-0.002485811710357666,0.13023418188095093
67,1397,26157,Creative Work,Creative Work,False,130.0,high_degree,True,True,both_correct,0,0,26157,26157,0.3172837197780609,0.1984008550643921,0.14387592673301697,0.34043949842453003,0.19031266868114471,0.19771280884742737,0.10036508738994598,0.5116094946861267,-0.1269710510969162,-0.0006880462169647217,-0.043510839343070984,0.17116999626159668
68,9562,17061,Organization,Organization,False,89.0,high_degree,False,False,both_wrong,20,16,17059,18886,0.29559633135795593,0.2540389895439148,0.15380842983722687,0.2965562343597412,0.22523942589759827,0.22050315141677856,0.13350623846054077,0.4207512140274048,-0.07035690546035767,-0.03353583812713623,-0.020302191376686096,0.12419497966766357
69,6645,25518,Person,Person,False,47.0,mid_degree,True,True,both_correct,0,0,25518,25518,0.2787391245365143,0.2963121235370636,0.1552485078573227,0.26970022916793823,0.20512889325618744,0.3409354090690613,0.11367206275463104,0.34026360511779785,-0.07361023128032684,0.04462328553199768,-0.04157644510269165,0.07056337594985962
70,10990,20773,Place,Place,False,20.0,low_degree,True,True,both_correct,0,0,20773,20773,0.27869850397109985,0.2592078149318695,0.17574380338191986,0.2863498330116272,0.18507221341133118,0.22838462889194489,0.17420104146003723,0.4123420715332031,-0.09362629055976868,-0.03082318603992462,-0.0015427619218826294,0.12599223852157593
71,6473,20969,Organization,Organization,False,40.0,mid_degree,True,True,both_correct,0,0,20969,20969,0.29835620522499084,0.244305819272995,0.15457241237163544,0.3027655780315399,0.22664105892181396,0.21138624846935272,0.13374623656272888,0.428226500749588,-0.07171514630317688,-0.03291957080364227,-0.020826175808906555,0.1254609227180481
72,4339,16641,Place,Place,False,50.0,mid_degree,False,False,both_wrong,17,56,17390,17390,0.27831605076789856,0.26232653856277466,0.17497099936008453,0.28438642621040344,0.18501576781272888,0.2313936948776245,0.17363107204437256,0.40995943546295166,-0.09330028295516968,-0.030932843685150146,-0.001339927315711975,0.12557300925254822
73,4327,22402,Organization,Organization,False,25.0,low_degree,True,True,both_correct,0,0,22402,22402,0.2920494079589844,0.24737966060638428,0.16145189106464386,0.2991189956665039,0.22214366495609283,0.2143176645040512,0.13987630605697632,0.423662394285202,-0.06990574300289154,-0.03306199610233307,-0.02157558500766754,0.12454339861869812
74,5411,19899,Entity,Entity,False,16.0,low_degree,False,False,both_wrong,55,54,14973,14973,0.314382404088974,0.18557605147361755,0.16309387981891632,0.3369476795196533,0.3143824338912964,0.18557603657245636,0.16309387981891632,0.3369476795196533,2.9802322387695312e-08,-1.4901161193847656e-08,0.0,0.0
75,6992,24762,Entity,Entity,False,49.0,mid_degree,True,True,both_correct,0,0,24762,24762,0.33914807438850403,0.1784120798110962,0.14089734852313995,0.34154248237609863,0.33914807438850403,0.1784120798110962,0.14089734852313995,0.34154248237609863,0.0,0.0,0.0,0.0
76,1730,17735,Place,Place,False,32.0,low_degree,True,True,both_correct,0,0,17735,17735,0.27513620257377625,0.2532018721103668,0.19056878983974457,0.28109315037727356,0.18280521035194397,0.2231978178024292,0.18898481130599976,0.4050121605396271,-0.09233099222183228,-0.030004054307937622,-0.001583978533744812,0.12391901016235352
77,9709,23025,Place,Place,False,11.0,low_degree,True,True,both_correct,0,0,23025,23025,0.2812725603580475,0.24414466321468353,0.18188264966011047,0.2927001714706421,0.1861029863357544,0.21431787312030792,0.1796198934316635,0.4199592173099518,-0.09516957402229309,-0.02982679009437561,-0.0022627562284469604,0.1272590458393097
78,10328,19935,Place,Place,False,20.0,low_degree,False,False,both_wrong,2,4,20760,20504,0.27476760745048523,0.2619863748550415,0.18810012936592102,0.27514585852622986,0.18320174515247345,0.23176893591880798,0.18720506131649017,0.3978242576122284,-0.09156586229801178,-0.03021743893623352,-0.0008950680494308472,0.12267839908599854
79,9145,26962,Creative Work,Creative Work,False,109.0,high_degree,True,True,both_correct,0,0,26962,26962,0.3272055387496948,0.19733528792858124,0.14375673234462738,0.33170247077941895,0.1979142427444458,0.19830697774887085,0.10112646222114563,0.5026522874832153,-0.12929129600524902,0.0009716898202896118,-0.04263027012348175,0.1709498167037964
80,7035,25870,Organization,Organization,False,28.0,low_degree,True,True,both_correct,0,0,25870,25870,0.30318406224250793,0.23280328512191772,0.1745459884405136,0.2894666790962219,0.23211687803268433,0.2030172497034073,0.15221606194972992,0.41264986991882324,-0.07106718420982361,-0.029786035418510437,-0.02232992649078369,0.12318319082260132
81,1126,27491,Creative Work,Creative Work,False,70.0,mid_degree,True,True,both_correct,0,0,27491,27491,0.3223162591457367,0.1991576850414276,0.1466820389032364,0.3318440318107605,0.1947375386953354,0.19989879429340363,0.1030607745051384,0.502302885055542,-0.1275787204504013,0.0007411092519760132,-0.04362126439809799,0.1704588532447815
82,3435,23624,Person,Person,False,134.0,high_degree,True,True,both_correct,0,0,23624,23624,0.27727076411247253,0.2894116938114166,0.1523401439189911,0.28097736835479736,0.20340506732463837,0.3320099115371704,0.11121230572462082,0.3533726930618286,-0.07386569678783417,0.042598217725753784,-0.04112783819437027,0.07239532470703125
83,3727,18808,Person,Person,False,55.0,mid_degree,True,True,both_correct,0,0,18808,18808,0.27336448431015015,0.2743072211742401,0.18223804235458374,0.2700902819633484,0.20299093425273895,0.3184760510921478,0.13464277982711792,0.3438902199268341,-0.0703735500574112,0.044168829917907715,-0.04759526252746582,0.07379993796348572
84,1309,27343,Event,Event,False,368.0,high_degree,False,False,both_wrong,147,108,27449,27449,0.30051594972610474,0.24479828774929047,0.1460026353597641,0.3086830675601959,0.30114561319351196,0.2438463717699051,0.1454387754201889,0.30956926941871643,0.0006296634674072266,-0.000951915979385376,-0.0005638599395751953,0.0008862018585205078
85,6536,16394,Person,Person,False,54.0,mid_degree,True,True,both_correct,0,0,16394,16394,0.2721155285835266,0.2912326157093048,0.15641075372695923,0.28024113178253174,0.19955790042877197,0.33397042751312256,0.11414007097482681,0.35233163833618164,-0.07255762815475464,0.04273781180381775,-0.042270682752132416,0.0720905065536499
86,4101,20420,Person,Person,False,105.0,high_degree,True,True,both_correct,0,0,20420,20420,0.27184900641441345,0.2894546687602997,0.1552431583404541,0.28345316648483276,0.19917818903923035,0.3316049873828888,0.11317654699087143,0.35604026913642883,-0.0726708173751831,0.04215031862258911,-0.04206661134958267,0.07258710265159607
