idx,query_id,gt_id,type,gt_type,type_mismatch,degree,degree_bin,baseline_correct,cdmr_correct,group,baseline_rank,cdmr_rank,baseline_ret1,cdmr_ret1,baseline_img,baseline_attr,baseline_rel,baseline_graph,cdmr_img,cdmr_attr,cdmr_rel,cdmr_graph,delta_img,delta_attr,delta_rel,delta_graph
43,5044,20718,Person,Person,False,37.0,mid_degree,True,True,both_correct,0,0,20718,20718,0.2813534736633301,0.2744923233985901,0.16512379050254822,0.2790304124355316,0.2051919549703598,0.3145504295825958,0.12041763216257095,0.35983991622924805,-0.07616151869297028,0.04005810618400574,-0.044706158339977264,0.08080950379371643
44,4300,18941,Person,Person,False,270.0,high_degree,True,True,both_correct,0,0,18941,18941,0.246403306722641,0.25535446405410767,0.25002843141555786,0.24821384251117706,0.1840467005968094,0.29969123005867004,0.18677034974098206,0.32949167490005493,-0.062356606125831604,0.04433676600456238,-0.0632580816745758,0.08127783238887787
45,5882,23366,Person,Person,False,57.0,mid_degree,True,True,both_correct,0,0,23366,23366,0.2720717787742615,0.30198314785957336,0.15138296782970428,0.27456212043762207,0.1966550499200821,0.342970073223114,0.10942000895738602,0.3509548604488373,-0.07541672885417938,0.04098692536354065,-0.04196295887231827,0.07639274001121521
46,7132,20130,Creative Work,Creative Work,False,117.0,high_degree,True,True,both_correct,0,0,20130,20130,0.32355621457099915,0.19288131594657898,0.152530238032341,0.3310322165489197,0.1925700157880783,0.19131918251514435,0.1059483140707016,0.5101624727249146,-0.13098619878292084,-0.0015621334314346313,-0.046581923961639404,0.17913025617599487
47,772,24398,Creative Work,Creative Work,False,76.0,high_degree,True,True,both_correct,0,0,24398,24398,0.3200926184654236,0.1926780492067337,0.15210576355457306,0.33512359857559204,0.18985703587532043,0.19046375155448914,0.10527968406677246,0.5143995881080627,-0.13023558259010315,-0.002214297652244568,-0.0468260794878006,0.1792759895324707
48,9599,25264,Person,Person,False,45.0,mid_degree,True,True,both_correct,0,0,25264,25264,0.2758224308490753,0.2906065583229065,0.15609654784202576,0.2774744927883148,0.19999723136425018,0.33109450340270996,0.11318720877170563,0.35572105646133423,-0.07582519948482513,0.04048794507980347,-0.04290933907032013,0.07824656367301941
49,5530,21566,Person,Person,False,85.0,high_degree,True,True,both_correct,0,0,21566,21566,0.2750195562839508,0.2820606827735901,0.16597320139408112,0.2769465744495392,0.20009076595306396,0.32244518399238586,0.12076763808727264,0.3566964268684387,-0.07492879033088684,0.040384501218795776,-0.04520556330680847,0.07974985241889954
50,10499,16234,Entity,Entity,False,174.0,high_degree,False,False,both_wrong,2,3,23070,23070,0.32357779145240784,0.19710783660411835,0.14274148643016815,0.33657294511795044,0.32357779145240784,0.19710782170295715,0.14274147152900696,0.33657291531562805,0.0,-1.4901161193847656e-08,-1.4901161193847656e-08,-2.9802322387695312e-08
51,13953,23573,Organization,Organization,False,25.0,low_degree,True,True,both_correct,0,0,23573,23573,0.3064652979373932,0.20582082867622375,0.1639905422925949,0.32372331619262695,0.22699196636676788,0.1742067188024521,0.13881610333919525,0.45998522639274597,-0.0794733315706253,-0.03161410987377167,-0.025174438953399658,0.13626191020011902
52,262,19828,Entity,Entity,False,220.0,high_degree,True,True,both_correct,0,0,19828,19828,0.33126717805862427,0.195068821310997,0.14254280924797058,0.33112117648124695,0.33126717805862427,0.195068821310997,0.1425427943468094,0.33112117648124695,0.0,0.0,-1.4901161193847656e-08,0.0
53,6242,20352,Person,Person,False,193.0,high_degree,True,True,both_correct,0,0,20352,20352,0.27705082297325134,0.28682997822761536,0.15393640100955963,0.28218281269073486,0.20056656002998352,0.3262673318386078,0.11144662648439407,0.3617194592952728,-0.07648426294326782,0.03943735361099243,-0.04248977452516556,0.07953664660453796
54,5170,26349,Creative Work,Creative Work,False,89.0,high_degree,True,True,both_correct,0,0,26349,26349,0.33531454205513,0.19081993401050568,0.14825965464115143,0.32560595870018005,0.20096077024936676,0.1905955672264099,0.10368753969669342,0.5047560930252075,-0.13435377180576324,-0.00022436678409576416,-0.04457211494445801,0.17915013432502747
55,2802,17739,Person,Person,False,76.0,high_degree,True,True,both_correct,0,0,17739,17739,0.25699344277381897,0.2588390111923218,0.22465410828590393,0.2595134675502777,0.19080471992492676,0.30196166038513184,0.16679106652736664,0.34044259786605835,-0.06618872284889221,0.04312264919281006,-0.05786304175853729,0.08092913031578064
56,13789,24073,Entity,Organization,True,6.0,low_degree,False,False,both_wrong,118,417,25976,25976,0.2915518283843994,0.2216366082429886,0.16918158531188965,0.31762999296188354,0.2915518283843994,0.2216365933418274,0.16918158531188965,0.31762999296188354,0.0,-1.4901161193847656e-08,0.0,0.0
57,889,20937,Creative Work,Creative Work,False,150.0,high_degree,True,True,both_correct,0,0,20937,20937,0.331787109375,0.18690051138401031,0.15062183141708374,0.33069050312042236,0.19811850786209106,0.18599702417850494,0.10495650768280029,0.5109279751777649,-0.13366860151290894,-0.0009034872055053711,-0.04566532373428345,0.18023747205734253
58,7474,16003,Entity,Entity,False,12.0,low_degree,True,True,both_correct,0,0,16003,16003,0.30874133110046387,0.2061946541070938,0.15395525097846985,0.3311087489128113,0.30874133110046387,0.20619463920593262,0.15395525097846985,0.3311087489128113,0.0,-1.4901161193847656e-08,0.0,0.0
59,8120,21084,Person,Person,False,46.0,mid_degree,True,True,both_correct,0,0,21084,21084,0.28256845474243164,0.2827555537223816,0.15658074617385864,0.27809521555900574,0.20549723505973816,0.3231063485145569,0.11387170851230621,0.35752472281455994,-0.07707121968269348,0.04035079479217529,-0.04270903766155243,0.0794295072555542
60,8933,23214,Organization,Organization,False,80.0,high_degree,True,True,both_correct,0,0,23214,23214,0.3068629503250122,0.19563236832618713,0.15113581717014313,0.3463688790798187,0.22416935861110687,0.16331127285957336,0.12617982923984528,0.4863395392894745,-0.08269359171390533,-0.03232109546661377,-0.02495598793029785,0.13997066020965576
61,8254,19663,Person,Person,False,31.0,low_degree,True,True,both_correct,0,0,19663,19663,0.27991342544555664,0.2805890440940857,0.1535540223121643,0.28594347834587097,0.20287247002124786,0.3195379674434662,0.11128821223974228,0.36630135774612427,-0.07704095542430878,0.03894892334938049,-0.04226581007242203,0.0803578794002533
62,9379,20423,Person,Person,False,97.0,high_degree,True,True,both_correct,0,0,20423,20423,0.2772243320941925,0.28594887256622314,0.1601305603981018,0.27669620513916016,0.2013840526342392,0.3263866603374481,0.11632971465587616,0.3558995723724365,-0.07584027945995331,0.040437787771224976,-0.04380084574222565,0.07920336723327637
63,3638,27145,Organization,Organization,False,47.0,mid_degree,True,True,both_correct,0,0,27145,27145,0.3186183571815491,0.20607462525367737,0.1665588915348053,0.3087480962276459,0.23836462199687958,0.17617447674274445,0.14240671694278717,0.4430541396141052,-0.0802537351846695,-0.029900148510932922,-0.024152174592018127,0.13430604338645935
64,6333,26741,Person,Person,False,9.0,low_degree,True,True,both_correct,0,0,26741,26741,0.18837867677211761,0.18757623434066772,0.4351775646209717,0.1888674646615982,0.15045754611492157,0.2354038804769516,0.3475537896156311,0.26658472418785095,-0.037921130657196045,0.047827646136283875,-0.08762377500534058,0.07771725952625275
65,12014,24819,Person,Person,False,58.0,mid_degree,True,True,both_correct,0,0,24819,24819,0.2739170491695404,0.2948068380355835,0.160122811794281,0.2711532711982727,0.19898323714733124,0.33650150895118713,0.11631470173597336,0.3482005298137665,-0.07493381202220917,0.04169467091560364,-0.04380811005830765,0.07704725861549377
66,3467,17860,Person,Person,False,111.0,high_degree,True,True,both_correct,0,0,17860,17860,0.2798587679862976,0.297734797000885,0.14655780792236328,0.2758486568927765,0.20243306457996368,0.3383949398994446,0.10602229088544846,0.35314977169036865,-0.07742570340633392,0.04066014289855957,-0.040535517036914825,0.07730111479759216
67,1045,22913,Organization,Organization,False,64.0,mid_degree,True,True,both_correct,0,0,22913,22913,0.30598941445350647,0.1962563693523407,0.15648873150348663,0.3412654995918274,0.22415755689144135,0.16429147124290466,0.13101494312286377,0.48053592443466187,-0.08183185756206512,-0.031964898109436035,-0.025473788380622864,0.13927042484283447
68,6083,25687,Creative Work,Creative Work,False,56.0,mid_degree,True,True,both_correct,0,0,25687,25687,0.3205409646034241,0.18416042625904083,0.16096799075603485,0.33433061838150024,0.19083255529403687,0.18272362649440765,0.11182684451341629,0.5146169662475586,-0.1297084093093872,-0.0014367997646331787,-0.04914114624261856,0.18028634786605835
69,4451,26051,Creative Work,Creative Work,False,19.0,low_degree,False,False,both_wrong,7,86,25915,22953,0.2700313329696655,0.2505500912666321,0.18188512325286865,0.29753345251083374,0.16200804710388184,0.25052374601364136,0.12731830775737762,0.460149884223938,-0.10802328586578369,-2.6345252990722656e-05,-0.05456681549549103,0.16261643171310425
70,6358,25797,Creative Work,Creative Work,False,84.0,high_degree,True,True,both_correct,0,0,25797,25797,0.3323517143726349,0.1877010464668274,0.15258270502090454,0.32736456394195557,0.19896386563777924,0.18727177381515503,0.10659386962652206,0.5071704983711243,-0.13338784873485565,-0.0004292726516723633,-0.04598883539438248,0.1798059344291687
71,13992,17895,Entity,Entity,False,18.0,low_degree,False,True,rescued,2,0,22602,17895,0.300699383020401,0.20639725029468536,0.1772407442331314,0.3156626522541046,0.300699383020401,0.20639723539352417,0.1772407442331314,0.3156626522541046,0.0,-1.4901161193847656e-08,0.0,0.0
72,10384,15314,Organization,Organization,False,10.0,low_degree,True,True,both_correct,0,0,15314,15314,0.2785707116127014,0.2536170184612274,0.18170450627803802,0.28610774874687195,0.21026261150836945,0.21875232458114624,0.15674178302288055,0.41424334049224854,-0.06830810010433197,-0.03486469388008118,-0.02496272325515747,0.1281355917453766
73,10694,20766,Place,Place,False,26.0,low_degree,False,False,both_wrong,1,1,20765,20765,0.29194486141204834,0.2514413893222809,0.16759444773197174,0.289019376039505,0.19129757583141327,0.21966883540153503,0.1647108942270279,0.4243227243423462,-0.10064728558063507,-0.03177255392074585,-0.0028835535049438477,0.1353033483028412
74,13216,19228,Person,Person,False,24.0,low_degree,True,True,both_correct,0,0,19228,19228,0.26945218443870544,0.2827683687210083,0.16291543841362,0.28486400842666626,0.19518892467021942,0.32185208797454834,0.11800842732191086,0.364950567483902,-0.07426325976848602,0.03908371925354004,-0.04490701109170914,0.08008655905723572
75,928,24444,Creative Work,Creative Work,False,129.0,high_degree,True,True,both_correct,0,0,24444,24444,0.33052295446395874,0.1868792623281479,0.15307652950286865,0.3295212984085083,0.19751964509487152,0.18612247705459595,0.10675535351037979,0.5096025466918945,-0.13300330936908722,-0.0007567852735519409,-0.04632117599248886,0.18008124828338623
76,1838,20784,Person,Person,False,132.0,high_degree,True,True,both_correct,0,0,20784,20784,0.2760634422302246,0.29291120171546936,0.14838163554668427,0.28264373540878296,0.1993304044008255,0.3323163092136383,0.10713914036750793,0.36121416091918945,-0.07673303782939911,0.039405107498168945,-0.04124249517917633,0.0785704255104065
77,2642,22618,Entity,Person,True,98.0,high_degree,False,False,both_wrong,7,13,25367,25367,0.31958824396133423,0.20744815468788147,0.1486188769340515,0.324344664812088,0.3195882737636566,0.20744815468788147,0.1486188769340515,0.324344664812088,2.9802322387695312e-08,0.0,0.0,0.0
78,10555,15517,Person,Person,False,65.0,mid_degree,True,True,both_correct,0,0,15517,15517,0.27490517497062683,0.2884962856769562,0.1596078872680664,0.2769906222820282,0.19949999451637268,0.32896512746810913,0.11582095921039581,0.35571393370628357,-0.07540518045425415,0.040468841791152954,-0.04378692805767059,0.07872331142425537
79,122,24960,Person,Person,False,76.0,high_degree,True,True,both_correct,0,0,24960,24960,0.2792690694332123,0.29042598605155945,0.15108805894851685,0.2792168855667114,0.202241450548172,0.3304714858531952,0.10941223055124283,0.3578748106956482,-0.07702761888504028,0.04004549980163574,-0.04167582839727402,0.07865792512893677
80,7899,26098,Person,Person,False,61.0,mid_degree,True,True,both_correct,0,0,26098,26098,0.26428458094596863,0.2762298882007599,0.19138075411319733,0.26810476183891296,0.19382095336914062,0.3183121383190155,0.14035071432590485,0.3475162386894226,-0.070463627576828,0.042082250118255615,-0.05103003978729248,0.07941147685050964
81,7668,27538,Creative Work,Creative Work,False,66.0,mid_degree,True,True,both_correct,0,0,27538,27538,0.326768696308136,0.18889720737934113,0.15574760735034943,0.32858654856681824,0.1953951120376587,0.18824690580368042,0.10866779088973999,0.5076901316642761,-0.1313735842704773,-0.0006503015756607056,-0.047079816460609436,0.17910358309745789
82,12564,16522,Place,Place,False,9.0,low_degree,True,False,harmed,0,2,16522,17084,0.2922029495239258,0.24601903557777405,0.1692197471857071,0.2925582826137543,0.19104252755641937,0.21445593237876892,0.16594001650810242,0.4285615086555481,-0.10116042196750641,-0.03156310319900513,-0.0032797306776046753,0.13600322604179382
83,11495,19973,Organization,Organization,False,32.0,low_degree,True,True,both_correct,0,0,19973,19973,0.30171334743499756,0.22549542784690857,0.16031986474990845,0.31247130036354065,0.22478243708610535,0.19197861850261688,0.13650470972061157,0.446734219789505,-0.07693091034889221,-0.03351680934429169,-0.023815155029296875,0.13426291942596436
84,5608,21950,Person,Person,False,99.0,high_degree,True,True,both_correct,0,0,21950,21950,0.2710014879703522,0.3027358055114746,0.15079821646213531,0.2754644751548767,0.19572889804840088,0.3435575067996979,0.10891368985176086,0.3517999053001404,-0.0752725899219513,0.04082170128822327,-0.04188452661037445,0.07633543014526367
85,3943,18578,Person,Person,False,104.0,high_degree,True,True,both_correct,0,0,18578,18578,0.2831359803676605,0.29038944840431213,0.1484220176935196,0.27805250883102417,0.20522147417068481,0.330719918012619,0.1076013520359993,0.35645729303359985,-0.07791450619697571,0.040330469608306885,-0.040820665657520294,0.07840478420257568
86,12706,17922,Entity,Entity,False,30.0,low_degree,True,True,both_correct,0,0,17922,17922,0.27201035618782043,0.2068643867969513,0.2494012415409088,0.27172407507896423,0.27201032638549805,0.2068643718957901,0.24940121173858643,0.27172404527664185,-2.9802322387695312e-08,-1.4901161193847656e-08,-2.9802322387695312e-08,-2.9802322387695312e-08
87,466,20859,Place,Place,False,29.0,low_degree,True,True,both_correct,0,0,20859,20859,0.273066908121109,0.23961399495601654,0.2095441222190857,0.27777495980262756,0.1785452514886856,0.20888900756835938,0.20549838244915009,0.40706735849380493,-0.0945216566324234,-0.030724987387657166,-0.004045739769935608,0.12929239869117737
