idx,query_id,gt_id,type,gt_type,type_mismatch,degree,degree_bin,baseline_correct,cdmr_correct,group,baseline_rank,cdmr_rank,baseline_ret1,cdmr_ret1,baseline_img,baseline_attr,baseline_rel,baseline_graph,cdmr_img,cdmr_attr,cdmr_rel,cdmr_graph,delta_img,delta_attr,delta_rel,delta_graph
10,9428,20809,Place,Place,False,22.0,low_degree,False,False,both_wrong,2,1,20813,20811,0.26353704929351807,0.26407119631767273,0.20738807320594788,0.26500368118286133,0.1757967472076416,0.23423652350902557,0.2069513201713562,0.3830154240131378,-0.08774030208587646,-0.029834672808647156,-0.0004367530345916748,0.11801174283027649
11,14202,20922,Entity,Entity,False,12.0,low_degree,False,True,rescued,2,0,18164,20922,0.25161880254745483,0.25105175375938416,0.24454927444458008,0.2527801990509033,0.25161880254745483,0.25105175375938416,0.24454928934574127,0.2527801990509033,0.0,0.0,1.4901161193847656e-08,0.0
12,6912,15000,Entity,Entity,False,25.0,low_degree,True,True,both_correct,0,0,15000,15000,0.25888603925704956,0.25483715534210205,0.22912809252738953,0.25714874267578125,0.25888603925704956,0.25483718514442444,0.22912810742855072,0.25714871287345886,0.0,2.9802322387695312e-08,1.4901161193847656e-08,-2.9802322387695312e-08
13,14140,16740,Place,Place,False,11.0,low_degree,False,True,rescued,1,0,23699,16740,0.2586055099964142,0.2534486949443817,0.23675912618637085,0.25118669867515564,0.17309337854385376,0.22557112574577332,0.23705610632896423,0.3642794191837311,-0.08551213145256042,-0.0278775691986084,0.0002969801425933838,0.11309272050857544
14,6836,23297,Organization,Organization,False,4.0,low_degree,False,False,both_wrong,361,387,18574,23509,0.2619466483592987,0.24821671843528748,0.22598642110824585,0.2638501822948456,0.2026910036802292,0.21886956691741943,0.1992693394422531,0.3791700601577759,-0.05925564467906952,-0.029347151517868042,-0.026717081665992737,0.1153198778629303
15,14729,18710,Place,Organization,True,6.0,low_degree,False,False,both_wrong,53,64,15141,16907,0.2539854645729065,0.24674126505851746,0.24760836362838745,0.2516649067401886,0.16957908868789673,0.2190535068511963,0.24730029702186584,0.36406710743904114,-0.08440637588500977,-0.027687758207321167,-0.00030806660652160645,0.11240220069885254
16,5252,23957,Entity,Organization,True,7.0,low_degree,False,False,both_wrong,1015,1052,21106,21106,0.2787802815437317,0.2784990072250366,0.15947353839874268,0.2832471430301666,0.2787802815437317,0.2784990072250366,0.15947353839874268,0.2832471430301666,0.0,0.0,0.0,0.0
17,12496,25448,Organization,Organization,False,25.0,low_degree,False,False,both_wrong,127,161,19026,26483,0.2738170027732849,0.2546483874320984,0.19594527781009674,0.27558934688568115,0.21077466011047363,0.22336728870868683,0.17187681794166565,0.3939811885356903,-0.06304234266281128,-0.03128109872341156,-0.02406845986843109,0.11839184165000916
18,2389,15388,Place,Place,False,141.0,high_degree,True,True,both_correct,0,0,15388,15388,0.24085082113742828,0.23844772577285767,0.2795364558696747,0.24116496741771698,0.16072069108486176,0.21156787872314453,0.2790268361568451,0.3486846089363098,-0.08013013005256653,-0.026879847049713135,-0.0005096197128295898,0.10751964151859283
19,8397,18801,Person,Person,False,57.0,mid_degree,False,True,rescued,1,0,17207,18801,0.27558237314224243,0.2772088944911957,0.17618665099143982,0.27102211117744446,0.20405367016792297,0.32178035378456116,0.13014686107635498,0.3440190851688385,-0.07152870297431946,0.04457145929336548,-0.04603978991508484,0.07299697399139404
20,13078,20761,Place,Place,False,29.0,low_degree,True,True,both_correct,0,0,20761,20761,0.2564055919647217,0.25510361790657043,0.23272253572940826,0.2557682693004608,0.17117662727832794,0.2264525294303894,0.23240739107131958,0.36996346712112427,-0.08522896468639374,-0.02865108847618103,-0.0003151446580886841,0.11419519782066345
21,2630,22609,Creative Work,Creative Work,False,77.0,high_degree,False,False,both_wrong,1,4,18116,25782,0.3115867078304291,0.23166237771511078,0.1483297497034073,0.30842113494873047,0.1899438500404358,0.23478277027606964,0.10522827506065369,0.47004514932632446,-0.12164285778999329,0.0031203925609588623,-0.0431014746427536,0.161624014377594
22,13350,27703,Person,Person,False,19.0,low_degree,False,False,both_wrong,74,42,25906,25906,0.2660578191280365,0.2686903774738312,0.20119768381118774,0.2640540897846222,0.1984497308731079,0.3141930401325226,0.14971861243247986,0.33763858675956726,-0.06760808825492859,0.045502662658691406,-0.051479071378707886,0.07358449697494507
23,6161,26814,Person,Person,False,82.0,high_degree,True,True,both_correct,0,0,26814,26814,0.2700785994529724,0.2771157920360565,0.17938938736915588,0.2734161615371704,0.19973167777061462,0.3212853670120239,0.13235324621200562,0.34662967920303345,-0.07034692168235779,0.04416957497596741,-0.04703614115715027,0.07321351766586304
24,5773,26656,Person,Person,False,37.0,mid_degree,True,True,both_correct,0,0,26656,26656,0.2753588855266571,0.2753713130950928,0.17609412968158722,0.2731756567955017,0.20380935072898865,0.31953808665275574,0.13003405928611755,0.34661850333213806,-0.07154953479766846,0.044166773557662964,-0.046060070395469666,0.07344284653663635
25,159,22495,Organization,Organization,False,29.0,low_degree,False,False,both_wrong,44,3,22885,23304,0.2658065855503082,0.25717592239379883,0.2136332243680954,0.26338428258895874,0.20581312477588654,0.22692859172821045,0.1885087639093399,0.3787495195865631,-0.05999346077442169,-0.03024733066558838,-0.025124460458755493,0.11536523699760437
26,1707,15033,Person,Person,False,107.0,high_degree,True,True,both_correct,0,0,15033,15033,0.2562471330165863,0.25807473063468933,0.23090767860412598,0.2547704577445984,0.1929701268672943,0.30466124415397644,0.1734676957130432,0.32890093326568604,-0.06327700614929199,0.04658651351928711,-0.057439982891082764,0.07413047552108765
27,3569,20583,Person,Person,False,67.0,mid_degree,True,True,both_correct,0,0,20583,20583,0.24879442155361176,0.2521204650402069,0.24980896711349487,0.24927611649036407,0.1884034425020218,0.2992839813232422,0.1887088567018509,0.32360368967056274,-0.060390979051589966,0.04716351628303528,-0.06110011041164398,0.07432757318019867
28,11288,19783,Place,Place,False,7.0,low_degree,False,False,both_wrong,3,1,17871,15526,0.2544129490852356,0.2517205774784088,0.24134550988674164,0.25252091884613037,0.16991661489009857,0.22354461252689362,0.24112136662006378,0.3654174208641052,-0.08449633419513702,-0.028175964951515198,-0.00022414326667785645,0.11289650201797485
29,2207,26903,Creative Work,Creative Work,False,141.0,high_degree,False,True,rescued,2,0,26984,26903,0.30752381682395935,0.23065990209579468,0.14815007150173187,0.3136661648750305,0.186653733253479,0.23274162411689758,0.104639932513237,0.47596466541290283,-0.12087008357048035,0.0020817220211029053,-0.04351013898849487,0.16229850053787231
30,7797,25741,Event,Event,False,76.0,high_degree,False,False,both_wrong,38,34,26586,26586,0.2813199758529663,0.25823575258255005,0.17995212972164154,0.2804921567440033,0.2817167639732361,0.2577612102031708,0.17963777482509613,0.2808842658996582,0.0003967881202697754,-0.00047454237937927246,-0.00031435489654541016,0.0003921091556549072
31,4349,20338,Creative Work,Creative Work,False,71.0,mid_degree,True,True,both_correct,0,0,20338,20338,0.2971367835998535,0.24390415847301483,0.1555851250886917,0.30337393283843994,0.18094611167907715,0.24692565202713013,0.1102576032280922,0.46187058091163635,-0.11619067192077637,0.0030214935541152954,-0.04532752186059952,0.1584966480731964
32,168,27553,Creative Work,Creative Work,False,61.0,mid_degree,False,False,both_wrong,991,340,27570,26894,0.2909575402736664,0.2378484010696411,0.17698100209236145,0.29421302676200867,0.17873485386371613,0.2429015189409256,0.12651729583740234,0.45184630155563354,-0.11222268640995026,0.005053117871284485,-0.050463706254959106,0.15763327479362488
33,8007,23418,Organization,Organization,False,19.0,low_degree,False,False,both_wrong,8,1,25547,25078,0.27317702770233154,0.2674379348754883,0.1866496503353119,0.2727354168891907,0.2105884850025177,0.2349589467048645,0.16398341953754425,0.39046919345855713,-0.06258854269981384,-0.03247898817062378,-0.02266623079776764,0.11773377656936646
34,10188,16228,Entity,Entity,False,39.0,mid_degree,False,False,both_wrong,1635,1397,26244,26244,0.2768653333187103,0.27653568983078003,0.16597384214401245,0.2806251645088196,0.2768653333187103,0.27653566002845764,0.16597382724285126,0.2806251645088196,0.0,-2.9802322387695312e-08,-1.4901161193847656e-08,0.0
35,6839,24493,Creative Work,Creative Work,False,90.0,high_degree,True,True,both_correct,0,0,24493,24493,0.3177078366279602,0.2274230569601059,0.14769849181175232,0.3071705996990204,0.19424331188201904,0.23115843534469604,0.10508599132299423,0.46951228380203247,-0.12346452474594116,0.003735378384590149,-0.04261250048875809,0.16234168410301208
36,9304,21322,Place,Place,False,15.0,low_degree,True,True,both_correct,0,0,21322,21322,0.256041944026947,0.256904274225235,0.23244993388652802,0.25460386276245117,0.17103594541549683,0.2281891107559204,0.23227578401565552,0.36849915981292725,-0.0850059986114502,-0.028715163469314575,-0.00017414987087249756,0.11389529705047607
37,6573,26203,Creative Work,Creative Work,False,80.0,high_degree,False,False,both_wrong,7,1,26784,27522,0.2988123297691345,0.2360672801733017,0.15195845067501068,0.3131619095802307,0.18098440766334534,0.23770764470100403,0.10710891336202621,0.4741990566253662,-0.11782792210578918,0.0016403645277023315,-0.04484953731298447,0.1610371470451355
38,5143,21551,Organization,Organization,False,46.0,mid_degree,True,False,harmed,0,1,21551,23299,0.2753753662109375,0.27251923084259033,0.17536363005638123,0.27674177289009094,0.21187245845794678,0.2389349341392517,0.15375378727912903,0.3954388201236725,-0.06350290775299072,-0.03358429670333862,-0.021609842777252197,0.11869704723358154
39,6021,16008,Person,Person,False,78.0,high_degree,True,False,harmed,0,1,16008,16129,0.2714208662509918,0.2733277976512909,0.18616445362567902,0.2690868675708771,0.20150785148143768,0.31813111901283264,0.13788826763629913,0.3424728214740753,-0.06991301476955414,0.04480332136154175,-0.04827618598937988,0.07338595390319824
40,11089,19043,Person,Person,False,45.0,mid_degree,True,True,both_correct,0,0,19043,19043,0.26969945430755615,0.26918575167655945,0.18925893306732178,0.2718558609485626,0.2002868503332138,0.31339800357818604,0.14021962881088257,0.346095472574234,-0.06941260397434235,0.04421225190162659,-0.04903930425643921,0.07423961162567139
41,10992,18395,Place,Place,False,12.0,low_degree,True,True,both_correct,0,0,18395,18395,0.2571014165878296,0.2614307403564453,0.2227470427751541,0.2587207555770874,0.1715717315673828,0.23198270797729492,0.22236262261867523,0.37408286333084106,-0.08552968502044678,-0.02944803237915039,-0.00038442015647888184,0.11536210775375366
42,7739,22101,Person,Person,False,76.0,high_degree,False,False,both_wrong,2,1,22109,22109,0.2747979760169983,0.2833043336868286,0.16116155683994293,0.28073614835739136,0.20190832018852234,0.3263436555862427,0.11813854426145554,0.35360950231552124,-0.07288965582847595,0.04303932189941406,-0.043023012578487396,0.07287335395812988
43,11443,19120,Person,Person,False,24.0,low_degree,True,True,both_correct,0,0,19120,19120,0.277712881565094,0.27897870540618896,0.1709907054901123,0.27231770753860474,0.20533199608325958,0.32337716221809387,0.12613020837306976,0.3451606333255768,-0.07238088548183441,0.04439845681190491,-0.04486049711704254,0.07284292578697205
44,4268,23864,Creative Work,Creative Work,False,65.0,mid_degree,True,True,both_correct,0,0,23864,23864,0.3016144633293152,0.23264619708061218,0.15271548926830292,0.3130238652229309,0.18294279277324677,0.2345946580171585,0.10779505223035812,0.4746675491333008,-0.11867167055606842,0.0019484609365463257,-0.044920437037944794,0.16164368391036987
45,7158,20297,Person,Person,False,74.0,high_degree,False,True,rescued,2,0,25990,20297,0.2755948007106781,0.2777353823184967,0.17529058456420898,0.27137917280197144,0.20397746562957764,0.32226163148880005,0.12943275272846222,0.3443281054496765,-0.07161733508110046,0.044526249170303345,-0.045857831835746765,0.07294893264770508
46,751,18423,Place,Organization,True,34.0,mid_degree,False,False,both_wrong,74,13,22232,22232,0.27171722054481506,0.26492446660995483,0.19216151535511017,0.2711968421936035,0.18126165866851807,0.2349955141544342,0.19175855815410614,0.3919842839241028,-0.090455561876297,-0.02992895245552063,-0.0004029572010040283,0.12078744173049927
47,7545,18607,Place,Place,False,17.0,low_degree,False,False,both_wrong,36,12,16038,16038,0.2576014995574951,0.25986719131469727,0.22398988902568817,0.25854137539863586,0.17191679775714874,0.23061373829841614,0.22362123429775238,0.37384822964668274,-0.08568470180034637,-0.029253453016281128,-0.000368654727935791,0.11530685424804688
48,6882,18328,Organization,Organization,False,50.0,mid_degree,False,False,both_wrong,178,101,18337,18337,0.2731837332248688,0.26772624254226685,0.18471327424049377,0.2743767499923706,0.2104135900735855,0.23498056828975677,0.16212238371372223,0.3924834430217743,-0.06277014315128326,-0.03274567425251007,-0.022590890526771545,0.11810669302940369
49,1344,21640,Organization,Organization,False,48.0,mid_degree,True,True,both_correct,0,0,21640,21640,0.2830451428890228,0.2619157135486603,0.16728518903255463,0.28775396943092346,0.2166353464126587,0.22843633592128754,0.14590324461460114,0.409025102853775,-0.06640979647636414,-0.03347937762737274,-0.02138194441795349,0.12127113342285156
50,3335,15355,Entity,Entity,False,453.0,high_degree,True,True,both_correct,0,0,15355,15355,0.2852693796157837,0.28133130073547363,0.14612643420696259,0.2872728705406189,0.2852694094181061,0.28133130073547363,0.14612643420696259,0.2872728705406189,2.9802322387695312e-08,0.0,0.0,0.0
51,1075,18416,Person,Person,False,46.0,mid_degree,True,True,both_correct,0,0,18416,18416,0.2724475562572479,0.2748059630393982,0.1816978007555008,0.2710486650466919,0.20193392038345337,0.31931543350219727,0.1343543529510498,0.34439629316329956,-0.07051363587379456,0.04450947046279907,-0.04734344780445099,0.07334762811660767
52,2734,25055,Organization,Organization,False,28.0,low_degree,False,False,both_wrong,78,371,25237,25237,0.27513521909713745,0.25355592370033264,0.1956825703382492,0.2756262719631195,0.21181142330169678,0.2224418669939041,0.17167174816131592,0.3940749168395996,-0.06332379579544067,-0.031114056706428528,-0.02401082217693329,0.1184486448764801
53,9509,23784,Creative Work,Creative Work,False,95.0,high_degree,False,True,rescued,4,0,18769,23784,0.30302008986473083,0.24396465718746185,0.15139806270599365,0.30161717534065247,0.1848977506160736,0.24748247861862183,0.10750561952590942,0.460114061832428,-0.11812233924865723,0.003517821431159973,-0.04389244318008423,0.1584968864917755
54,13909,22590,Organization,Organization,False,7.0,low_degree,True,True,both_correct,0,0,22590,22590,0.269609272480011,0.25045910477638245,0.2152526080608368,0.2646790146827698,0.20869502425193787,0.220930814743042,0.1898767054080963,0.38049745559692383,-0.06091424822807312,-0.029528290033340454,-0.02537590265274048,0.11581844091415405
55,13007,24222,Organization,Organization,False,12.0,low_degree,False,False,both_wrong,13,6,16849,16849,0.2701301872730255,0.26307350397109985,0.19459231197834015,0.2722039520740509,0.20824171602725983,0.23110151290893555,0.17094449698925018,0.38971230387687683,-0.061888471245765686,-0.03197199106216431,-0.023647814989089966,0.11750835180282593
56,7983,21629,Person,Person,False,89.0,high_degree,False,True,rescued,1,0,18684,21629,0.27629354596138,0.29229727387428284,0.14944064617156982,0.2819685637950897,0.20212100446224213,0.3352075517177582,0.1090601459145546,0.3536113202571869,-0.07417254149913788,0.04291027784347534,-0.04038050025701523,0.07164275646209717
57,12293,23168,Organization,Organization,False,18.0,low_degree,False,False,both_wrong,1,1,23170,23170,0.27394336462020874,0.2626701891422272,0.18760818243026733,0.27577829360961914,0.21084940433502197,0.23038850724697113,0.16455292701721191,0.3942091464996338,-0.06309396028518677,-0.03228168189525604,-0.02305525541305542,0.11843085289001465
58,12762,16661,Entity,Entity,False,7.0,low_degree,False,False,both_wrong,15,10,16310,16310,0.26305896043777466,0.25560638308525085,0.22421273589134216,0.25712189078330994,0.26305896043777466,0.25560638308525085,0.22421275079250336,0.25712189078330994,0.0,0.0,1.4901161193847656e-08,0.0
59,6145,16187,Place,Place,False,47.0,mid_degree,True,True,both_correct,0,0,16187,16187,0.2602148950099945,0.2620570659637451,0.2178065925836563,0.25992143154144287,0.17375466227531433,0.2326570451259613,0.2175416350364685,0.3760465681552887,-0.08646023273468018,-0.029400020837783813,-0.0002649575471878052,0.11612513661384583
60,3708,14990,Entity,Entity,False,154.0,high_degree,True,True,both_correct,0,0,14990,14990,0.24793969094753265,0.2463274747133255,0.25681591033935547,0.24891695380210876,0.24793969094753265,0.2463274598121643,0.25681591033935547,0.24891693890094757,0.0,-1.4901161193847656e-08,0.0,-1.4901161193847656e-08
61,12082,18641,Organization,Organization,False,68.0,mid_degree,True,True,both_correct,0,0,18641,18641,0.2842838168144226,0.2674460709095001,0.17063932120800018,0.2776307761669159,0.21882672607898712,0.23459932208061218,0.14968331158161163,0.39689067006111145,-0.06545709073543549,-0.03284674882888794,-0.02095600962638855,0.11925989389419556
62,14071,16023,Entity,Entity,False,12.0,low_degree,False,False,both_wrong,4,3,18813,16019,0.27219823002815247,0.27919861674308777,0.16489188373088837,0.2837112247943878,0.27219823002815247,0.27919864654541016,0.16489188373088837,0.2837112247943878,0.0,2.9802322387695312e-08,0.0,0.0
63,8505,23111,Person,Person,False,26.0,low_degree,False,False,both_wrong,3,1,24866,24866,0.2724217176437378,0.27265095710754395,0.18425148725509644,0.2706758379936218,0.20213870704174042,0.3171633183956146,0.1363939791917801,0.34430399537086487,-0.07028301060199738,0.04451236128807068,-0.047857508063316345,0.07362815737724304
64,5584,25593,Person,Person,False,70.0,mid_degree,True,True,both_correct,0,0,25593,25593,0.2724737823009491,0.280373752117157,0.1742924153804779,0.272860050201416,0.20128406584262848,0.3247128427028656,0.12845434248447418,0.34554874897003174,-0.07118971645832062,0.04433909058570862,-0.04583807289600372,0.07268869876861572
65,13061,18037,Organization,Organization,False,23.0,low_degree,False,False,both_wrong,5727,3638,16624,25880,0.28356707096099854,0.2694859206676483,0.16336417198181152,0.2835828363895416,0.21754565834999084,0.23559129238128662,0.14281825721263885,0.4040447771549225,-0.06602141261100769,-0.033894628286361694,-0.02054591476917267,0.12046194076538086
66,5806,20886,Person,Person,False,108.0,high_degree,True,True,both_correct,0,0,20886,20886,0.27491480112075806,0.28943753242492676,0.15569233894348145,0.27995532751083374,0.20156224071979523,0.33268439769744873,0.11388146877288818,0.35187190771102905,-0.07335256040096283,0.04324686527252197,-0.04181087017059326,0.07191658020019531
67,1060,16256,Organization,Organization,False,29.0,low_degree,True,True,both_correct,0,0,16256,16256,0.2733864188194275,0.29468801617622375,0.14973801374435425,0.2821875512599945,0.20967058837413788,0.2575356066226959,0.13086113333702087,0.4019327461719513,-0.06371583044528961,-0.03715240955352783,-0.018876880407333374,0.11974519491195679
68,13656,22978,Entity,Organization,True,6.0,low_degree,False,False,both_wrong,143,221,20281,20281,0.26816004514694214,0.260768324136734,0.20581960678100586,0.26525208353996277,0.26816004514694214,0.260768324136734,0.20581960678100586,0.2652520537376404,0.0,0.0,0.0,-2.9802322387695312e-08
69,8493,27587,Creative Work,Creative Work,False,96.0,high_degree,False,True,rescued,10,0,27443,27587,0.30241304636001587,0.2314791977405548,0.1609538495540619,0.30515390634536743,0.18468759953975677,0.23501268029212952,0.11438634246587753,0.46591347455978394,-0.1177254468202591,0.003533482551574707,-0.04656750708818436,0.1607595682144165
70,12503,20228,Creative Work,Creative Work,False,71.0,mid_degree,False,False,both_wrong,11,23,19503,19503,0.2995576560497284,0.24724233150482178,0.15755592286586761,0.2956441044807434,0.18342511355876923,0.2517119348049164,0.11228173971176147,0.4525812566280365,-0.11613254249095917,0.0044696033000946045,-0.04527418315410614,0.1569371521472931
71,14162,23372,Entity,Entity,False,8.0,low_degree,True,True,both_correct,0,0,23372,23372,0.26386693120002747,0.2607269287109375,0.21095551550388336,0.26445063948631287,0.26386693120002747,0.2607269287109375,0.21095551550388336,0.26445063948631287,0.0,0.0,0.0,0.0
72,10930,21258,Place,Place,False,19.0,low_degree,True,True,both_correct,0,0,21258,21258,0.2574097216129303,0.26078271865844727,0.22617070376873016,0.25563690066337585,0.17202401161193848,0.23172828555107117,0.22609330713748932,0.37015435099601746,-0.08538571000099182,-0.0290544331073761,-7.739663124084473e-05,0.1145174503326416
73,5244,18785,Person,Person,False,171.0,high_degree,True,True,both_correct,0,0,18785,18785,0.2793857455253601,0.28694239258766174,0.15107564628124237,0.2825961410999298,0.20476596057415009,0.3297047019004822,0.1104671061038971,0.3550623059272766,-0.07461978495121002,0.042762309312820435,-0.040608540177345276,0.0724661648273468
74,50,15361,Person,Person,False,137.0,high_degree,False,False,both_wrong,16,9,16050,15369,0.28577569127082825,0.28605517745018005,0.14975255727767944,0.27841654419898987,0.20999251306056976,0.3295135200023651,0.10977572202682495,0.35071828961372375,-0.07578317821025848,0.04345834255218506,-0.03997683525085449,0.07230174541473389
75,5662,21723,Person,Person,False,16.0,low_degree,True,True,both_correct,0,0,21723,21723,0.26227474212646484,0.2670704424381256,0.2078825980424881,0.26277220249176025,0.1959020048379898,0.3127240240573883,0.15490375459194183,0.33647024631500244,-0.06637273728847504,0.045653581619262695,-0.052978843450546265,0.07369804382324219
76,4991,23153,Organization,Organization,False,32.0,low_degree,True,True,both_correct,0,0,23153,23153,0.27213409543037415,0.262936532497406,0.18594756722450256,0.2789817750453949,0.20904971659183502,0.23016425967216492,0.16277261078357697,0.3980134129524231,-0.06308437883853912,-0.03277227282524109,-0.023174956440925598,0.1190316379070282
77,10609,24192,Person,Person,False,33.0,low_degree,False,False,both_wrong,1,1,24627,17763,0.2646017074584961,0.27821817994117737,0.18494489789009094,0.2722352147102356,0.19571726024150848,0.32261359691619873,0.13647331297397614,0.34519585967063904,-0.06888444721698761,0.04439541697502136,-0.04847158491611481,0.07296064496040344
78,3395,21064,Place,Place,False,19.0,low_degree,False,True,rescued,3,0,19309,21064,0.2647368907928467,0.26171720027923584,0.21239270269870758,0.2611531913280487,0.17692746222019196,0.232578307390213,0.21233785152435303,0.3781563341617584,-0.08780942857265472,-0.029138892889022827,-5.485117435455322e-05,0.11700314283370972
79,10940,20501,Place,Place,False,24.0,low_degree,False,False,both_wrong,3,3,20502,20509,0.2626352310180664,0.26491257548332214,0.20743556320667267,0.2650166153907776,0.175159752368927,0.23493073880672455,0.20695286989212036,0.3829566538333893,-0.0874754786491394,-0.029981836676597595,-0.00048269331455230713,0.1179400384426117
80,7667,25542,Person,Person,False,84.0,high_degree,True,True,both_correct,0,0,25542,25542,0.27912434935569763,0.2793370187282562,0.16828720271587372,0.2732514441013336,0.2062426656484604,0.3235812485218048,0.12405499070882797,0.34612107276916504,-0.07288168370723724,0.044244229793548584,-0.044232212007045746,0.07286962866783142
81,7273,22306,Person,Person,False,91.0,high_degree,False,True,rescued,1,0,22061,22306,0.28458303213119507,0.28208646178245544,0.15425075590610504,0.27907973527908325,0.20938308537006378,0.325386643409729,0.11322779953479767,0.35200244188308716,-0.07519994676113129,0.04330018162727356,-0.04102295637130737,0.0729227066040039
82,14181,21202,Place,Place,False,20.0,low_degree,False,True,rescued,1,0,17554,21202,0.2602202594280243,0.25701069831848145,0.22459574043750763,0.2581733167171478,0.17379215359687805,0.22823649644851685,0.22438110411167145,0.37359026074409485,-0.08642810583114624,-0.0287742018699646,-0.00021463632583618164,0.11541694402694702
83,2062,20150,Person,Person,False,47.0,mid_degree,True,True,both_correct,0,0,20150,20150,0.2703937590122223,0.28345632553100586,0.16696402430534363,0.27918586134910583,0.1988268792629242,0.32676026225090027,0.12248256802558899,0.35193032026290894,-0.0715668797492981,0.04330393671989441,-0.04448145627975464,0.0727444589138031
84,2407,15968,Place,Place,False,233.0,high_degree,True,True,both_correct,0,0,15968,15968,0.26138758659362793,0.25736096501350403,0.22245283424854279,0.25879859924316406,0.17458948493003845,0.22859323024749756,0.2222851663827896,0.3745321035385132,-0.08679810166358948,-0.02876773476600647,-0.00016766786575317383,0.11573350429534912
85,7294,24273,Person,Person,False,25.0,low_degree,True,True,both_correct,0,0,24273,24273,0.2651538848876953,0.2695405185222626,0.19944560527801514,0.26586002111434937,0.1975136697292328,0.31477007269859314,0.14821843802928925,0.33949780464172363,-0.06764021515846252,0.045229554176330566,-0.05122716724872589,0.07363778352737427
86,2803,15714,Entity,Entity,False,126.0,high_degree,False,False,both_wrong,4,5,15710,15710,0.2787393033504486,0.28313371539115906,0.14630554616451263,0.2918214797973633,0.2787393033504486,0.28313371539115906,0.14630554616451263,0.2918214797973633,0.0,0.0,0.0,0.0
87,2557,27651,Event,Event,False,96.0,high_degree,False,False,both_wrong,5135,3254,21215,21215,0.2975393831729889,0.2504153549671173,0.15314915776252747,0.29889607429504395,0.2979104518890381,0.24994714558124542,0.15287727117538452,0.29926514625549316,0.00037106871604919434,-0.0004682093858718872,-0.00027188658714294434,0.00036907196044921875
